name,token_id,Full Chapter,Short Chapter,color
C53 Malignant neoplasm of cervix uteri,1200,II. Neoplasms,II. Neoplasms,#ff7f0e
C54 Malignant neoplasm of corpus uteri,1201,II. Neoplasms,II. Neoplasms,#ff7f0e
"C55 Malignant neoplasm of uterus, part unspecified",1202,II. Neoplasms,II. Neoplasms,#ff7f0e
C56 Malignant neoplasm of ovary,1203,II. Neoplasms,II. Neoplasms,#ff7f0e
C57 Malignant neoplasm of other and unspecified female genital organs,1204,II. Neoplasms,II. Neoplasms,#ff7f0e
C58 Malignant neoplasm of placenta,1205,II. Neoplasms,II. Neoplasms,#ff7f0e
C60 Malignant neoplasm of penis,1206,II. Neoplasms,II. Neoplasms,#ff7f0e
C61 Malignant neoplasm of prostate,1207,II. Neoplasms,II. Neoplasms,#ff7f0e
C62 Malignant neoplasm of testis,1208,II. Neoplasms,II. Neoplasms,#ff7f0e
C63 Malignant neoplasm of other and unspecified male genital organs,1209,II. Neoplasms,II. Neoplasms,#ff7f0e
"C64 Malignant neoplasm of kidney, except renal pelvis",1210,II. Neoplasms,II. Neoplasms,#ff7f0e
C65 Malignant neoplasm of renal pelvis,1211,II. Neoplasms,II. Neoplasms,#ff7f0e
C66 Malignant neoplasm of ureter,1212,II. Neoplasms,II. Neoplasms,#ff7f0e
C67 Malignant neoplasm of bladder,1213,II. Neoplasms,II. Neoplasms,#ff7f0e
C68 Malignant neoplasm of other and unspecified urinary organs,1214,II. Neoplasms,II. Neoplasms,#ff7f0e
C69 Malignant neoplasm of eye and adnexa,1215,II. Neoplasms,II. Neoplasms,#ff7f0e
C70 Malignant neoplasm of meninges,1216,II. Neoplasms,II. Neoplasms,#ff7f0e
C71 Malignant neoplasm of brain,1217,II. Neoplasms,II. Neoplasms,#ff7f0e
"C72 Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",1218,II. Neoplasms,II. Neoplasms,#ff7f0e
C73 Malignant neoplasm of thyroid gland,1219,II. Neoplasms,II. Neoplasms,#ff7f0e
C74 Malignant neoplasm of adrenal gland,1220,II. Neoplasms,II. Neoplasms,#ff7f0e
C75 Malignant neoplasm of other endocrine glands and related structures,1221,II. Neoplasms,II. Neoplasms,#ff7f0e
C76 Malignant neoplasm of other and ill-defined sites,1222,II. Neoplasms,II. Neoplasms,#ff7f0e
C77 Secondary and unspecified malignant neoplasm of lymph nodes,1223,II. Neoplasms,II. Neoplasms,#ff7f0e
C78 Secondary malignant neoplasm of respiratory and digestive organs,1224,II. Neoplasms,II. Neoplasms,#ff7f0e
C79 Secondary malignant neoplasm of other sites,1225,II. Neoplasms,II. Neoplasms,#ff7f0e
C80 Malignant neoplasm without specification of site,1226,II. Neoplasms,II. Neoplasms,#ff7f0e
C81 Hodgkin's disease,1227,II. Neoplasms,II. Neoplasms,#ff7f0e
C82 Follicular [nodular] non-hodgkin's lymphoma,1228,II. Neoplasms,II. Neoplasms,#ff7f0e
C83 Diffuse non-hodgkin's lymphoma,1229,II. Neoplasms,II. Neoplasms,#ff7f0e
C84 Peripheral and cutaneous t-cell lymphomas,1230,II. Neoplasms,II. Neoplasms,#ff7f0e
C85 Other and unspecified types of non-hodgkin's lymphoma,1231,II. Neoplasms,II. Neoplasms,#ff7f0e
C86 Other specified types of t/nk-cell lymphoma,1232,II. Neoplasms,II. Neoplasms,#ff7f0e
C88 Malignant immunoproliferative diseases,1233,II. Neoplasms,II. Neoplasms,#ff7f0e
C90 Multiple myeloma and malignant plasma cell neoplasms,1234,II. Neoplasms,II. Neoplasms,#ff7f0e
C91 Lymphoid leukaemia,1235,II. Neoplasms,II. Neoplasms,#ff7f0e
C92 Myeloid leukaemia,1236,II. Neoplasms,II. Neoplasms,#ff7f0e
C93 Monocytic leukaemia,1237,II. Neoplasms,II. Neoplasms,#ff7f0e
C94 Other leukaemias of specified cell type,1238,II. Neoplasms,II. Neoplasms,#ff7f0e
C95 Leukaemia of unspecified cell type,1239,II. Neoplasms,II. Neoplasms,#ff7f0e
"C96 Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",1240,II. Neoplasms,II. Neoplasms,#ff7f0e
C97 Malignant neoplasms of independent primary multiple sites,1241,II. Neoplasms,II. Neoplasms,#ff7f0e
"D00 Carcinoma in situ of oral cavity, oesophagus and stomach",1242,II. Neoplasms,II. Neoplasms,#ff7f0e
D01 Carcinoma in situ of other and unspecified digestive organs,1243,II. Neoplasms,II. Neoplasms,#ff7f0e
D02 Carcinoma in situ of middle ear and respiratory system,1244,II. Neoplasms,II. Neoplasms,#ff7f0e
D03 Melanoma in situ,1245,II. Neoplasms,II. Neoplasms,#ff7f0e
D04 Carcinoma in situ of skin,1246,II. Neoplasms,II. Neoplasms,#ff7f0e
D05 Carcinoma in situ of breast,1247,II. Neoplasms,II. Neoplasms,#ff7f0e
D06 Carcinoma in situ of cervix uteri,1248,II. Neoplasms,II. Neoplasms,#ff7f0e
D07 Carcinoma in situ of other and unspecified genital organs,1249,II. Neoplasms,II. Neoplasms,#ff7f0e
D09 Carcinoma in situ of other and unspecified sites,1250,II. Neoplasms,II. Neoplasms,#ff7f0e
D10 Benign neoplasm of mouth and pharynx,1251,II. Neoplasms,II. Neoplasms,#ff7f0e
D11 Benign neoplasm of major salivary glands,1252,II. Neoplasms,II. Neoplasms,#ff7f0e
"D12 Benign neoplasm of colon, rectum, anus and anal canal",1253,II. Neoplasms,II. Neoplasms,#ff7f0e
D13 Benign neoplasm of other and ill-defined parts of digestive system,1254,II. Neoplasms,II. Neoplasms,#ff7f0e
D15 Benign neoplasm of other and unspecified intrathoracic organs,1255,II. Neoplasms,II. Neoplasms,#ff7f0e
D16 Benign neoplasm of bone and articular cartilage,1256,II. Neoplasms,II. Neoplasms,#ff7f0e
"D18 Haemangioma and lymphangioma, any site",1257,II. Neoplasms,II. Neoplasms,#ff7f0e
D27 Benign neoplasm of ovary,1258,II. Neoplasms,II. Neoplasms,#ff7f0e
D30 Benign neoplasm of urinary organs,1259,II. Neoplasms,II. Neoplasms,#ff7f0e
D32 Benign neoplasm of meninges,1260,II. Neoplasms,II. Neoplasms,#ff7f0e
D33 Benign neoplasm of brain and other parts of central nervous system,1261,II. Neoplasms,II. Neoplasms,#ff7f0e
D34 Benign neoplasm of thyroid gland,1262,II. Neoplasms,II. Neoplasms,#ff7f0e
D35 Benign neoplasm of other and unspecified endocrine glands,1263,II. Neoplasms,II. Neoplasms,#ff7f0e
D36 Benign neoplasm of other and unspecified sites,1264,II. Neoplasms,II. Neoplasms,#ff7f0e
D37 Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs,1265,II. Neoplasms,II. Neoplasms,#ff7f0e
D38 Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs,1266,II. Neoplasms,II. Neoplasms,#ff7f0e
D39 Neoplasm of uncertain or unknown behaviour of female genital organs,1267,II. Neoplasms,II. Neoplasms,#ff7f0e
D40 Neoplasm of uncertain or unknown behaviour of male genital organs,1268,II. Neoplasms,II. Neoplasms,#ff7f0e
D41 Neoplasm of uncertain or unknown behaviour of urinary organs,1269,II. Neoplasms,II. Neoplasms,#ff7f0e
D42 Neoplasm of uncertain or unknown behaviour of meninges,1270,II. Neoplasms,II. Neoplasms,#ff7f0e
D43 Neoplasm of uncertain or unknown behaviour of brain and central nervous system,1271,II. Neoplasms,II. Neoplasms,#ff7f0e
D44 Neoplasm of uncertain or unknown behaviour of endocrine glands,1272,II. Neoplasms,II. Neoplasms,#ff7f0e
D45 Polycythaemia vera,1273,II. Neoplasms,II. Neoplasms,#ff7f0e
D46 Myelodysplastic syndromes,1274,II. Neoplasms,II. Neoplasms,#ff7f0e
"D47 Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",1275,II. Neoplasms,II. Neoplasms,#ff7f0e
D48 Neoplasm of uncertain or unknown behaviour of other and unspecified sites,1276,II. Neoplasms,II. Neoplasms,#ff7f0e
O01 Hydatidiform mole38,1277,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
Metformin,1278,XX. Diabetes drugs,XX. Diabetes drugs,#FFFF00
Sulfonylurea,1279,XX. Diabetes drugs,XX. Diabetes drugs,#FFFF00
DPP-4 inhibitor,1280,XX. Diabetes drugs,XX. Diabetes drugs,#FFFF00
Insulin,1281,XX. Diabetes drugs,XX. Diabetes drugs,#FFFF00
Meglitinide,1282,XX. Diabetes drugs,XX. Diabetes drugs,#FFFF00
Thiazolidinedione,1283,XX. Diabetes drugs,XX. Diabetes drugs,#FFFF00
Alpha-glucosidase inhibitors,1284,XX. Diabetes drugs,XX. Diabetes drugs,#FFFF00
GLP-1,1285,XX. Diabetes drugs,XX. Diabetes drugs,#FFFF00
SGLT-2 inhibitor,1286,XX. Diabetes drugs,XX. Diabetes drugs,#FFFF00
Other,1287,XX. Diabetes drugs,XX. Diabetes drugs,#FFFF00
Death,1288,Death,Death,#000a35
